epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,214.164,0.05611,0.99942,1,0.00467,0.000555092,0.000555092,0.000555092
2,416.686,0.02645,0.99827,1,0.00331,0.000890828,0.000890828,0.000890828
3,605.745,0.02476,0.99827,1,0.00511,0.00100652,0.00100652,0.00100652
4,785.256,0.01374,0.99942,1,0.00396,0.000676802,0.000676802,0.000676802
5,980.405,0.0067,1,1,0.00095,0.000346736,0.000346736,0.000346736
